datetime,SST,SSS,age_absolute,synthetic_d18o,synthetic_d18o_2
1994-11-16,28.736635208129883,34.334224700927734,1994.8733744010951,0.052933216,-0.053659666
1994-12-16,29.33040428161621,34.3314094543457,1994.955509924709,-0.07896285,-0.18991937
1995-01-16,29.742351531982422,34.29331970214844,1995.041067761807,-0.18673162,-0.35672724
1995-02-15,29.66618537902832,33.95869064331055,1995.123203285421,-0.32055816,-1.0092288
1995-03-16,29.66768455505371,33.97856903076172,1995.2026009582478,-0.3119427,-0.9698019
1995-04-16,29.80193519592285,33.85334014892578,1995.2874743326488,-0.3978308,-1.2497947
1995-05-16,29.34597396850586,33.94436264038086,1995.3696098562627,-0.25655922,-0.96743834
1995-06-16,28.914270401000977,33.986759185791016,1995.454483230664,-0.142506,-0.78767043
1995-07-16,28.64837646484375,34.28133773803711,1995.536618754278,0.048551004,-0.14001667
1995-08-16,28.510799407958984,34.35306930541992,1995.621492128679,0.111097164,0.03371342
1995-09-16,28.498579025268555,34.36161804199219,1995.7063655030802,0.117632575,0.053499375
1995-10-16,29.315351486206055,34.42177963256836,1995.7885010266941,-0.03498465,-0.0058673844
1995-11-16,29.567867279052734,34.558448791503906,1995.8733744010951,-0.029036999,0.21191746
1995-12-16,30.267654418945312,34.45612716674805,1995.955509924709,-0.2290349,-0.14667897
1996-01-16,30.243183135986328,34.4616584777832,1996.041067761807,-0.22116214,-0.13023266
1996-02-15,30.453075408935547,34.224029541015625,1996.123203285421,-0.37427145,-0.6516668
1996-03-16,29.985618591308594,34.302284240722656,1996.2053388090349,-0.23621634,-0.3923169
1996-04-16,30.071842193603516,34.236289978027344,1996.290212183436,-0.28488293,-0.5432747
1996-05-16,29.579648971557617,34.438148498535156,1996.37234770705,-0.0857641,-0.031275097
1996-06-16,28.99345588684082,34.622501373291016,1996.457221081451,0.12615716,0.46639314
1996-07-16,28.772768020629883,34.70659637451172,1996.539356605065,0.21255124,0.68313444
1996-08-16,28.644062042236328,34.70661544799805,1996.624229979466,0.24087514,0.7114879
1996-09-16,29.00147247314453,34.58637237548828,1996.7091033538672,0.10813547,0.3923715
1996-10-16,29.36119270324707,34.47982406616211,1996.7912388774812,-0.018949721,0.100136414
1996-11-16,30.162681579589844,34.29804992675781,1996.8761122518822,-0.27707562,-0.4397394
1996-12-16,30.27804183959961,34.49017333984375,1996.9582477754961,-0.21599934,-0.080871835
1997-01-16,29.835100173950195,34.53318786621094,1997.041067761807,-0.099195644,0.102604374
1997-02-15,29.80040168762207,34.313140869140625,1997.123203285421,-0.19058314,-0.32985595
1997-03-16,29.41177749633789,34.33220672607422,1997.2026009582478,-0.09650618,-0.20622693
1997-04-16,29.243213653564453,34.3964958190918,1997.2874743326488,-0.03049204,-0.04056469
1997-05-16,28.610973358154297,34.57443618774414,1997.3696098562627,0.188674,0.4544089
1997-06-16,27.96470069885254,34.743446350097656,1997.454483230664,0.40690854,0.93460923
1997-07-16,27.712228775024414,34.73420333862305,1997.536618754278,0.458293,0.971667
1997-08-16,27.296184539794922,34.88702392578125,1997.621492128679,0.61859196,1.368838
1997-09-16,27.114286422729492,34.919918060302734,1997.7063655030802,0.6734119,1.4746438
1997-10-16,27.56460952758789,35.00560760498047,1997.7885010266941,0.61290115,1.5469519
1997-11-16,28.488117218017578,35.062889099121094,1997.8733744010951,0.43550614,1.4583431
1997-12-16,29.331525802612305,34.84384536743164,1997.955509924709,0.15138659,0.8347057
1998-01-16,29.22467041015625,34.71743392944336,1998.041067761807,0.11800961,0.605391
1998-02-15,29.477737426757812,34.470420837402344,1998.123203285421,-0.04882101,0.05569012
1998-03-16,29.442264556884766,34.22834396362305,1998.2026009582478,-0.14995158,-0.42065957
1998-04-16,29.757646560668945,34.14232635498047,1998.2874743326488,-0.25804353,-0.66207886
1998-05-16,29.66473388671875,34.2673454284668,1998.3696098562627,-0.18134417,-0.39159992
1998-06-16,29.13845443725586,34.285667419433594,1998.454483230664,-0.05731779,-0.23917447
1998-07-16,28.411666870117188,34.40422439575195,1998.536618754278,0.15592611,0.15783276
1998-08-16,28.421987533569336,34.36163330078125,1998.621492128679,0.13448957,0.07038002
1998-09-16,28.681833267211914,34.28749465942383,1998.7063655030802,0.043961123,-0.13506334
1998-10-16,29.260374069213867,34.25501251220703,1998.7885010266941,-0.09793481,-0.32730657
1998-11-16,29.664875030517578,34.13653564453125,1998.8733744010951,-0.24023962,-0.6532506
1998-12-16,29.884580612182617,34.235572814941406,1998.955509924709,-0.24400812,-0.5035114
1999-01-16,30.20566749572754,34.22785568237305,1999.041067761807,-0.31811994,-0.5895848
1999-02-15,29.506807327270508,34.294029235839844,1999.123203285421,-0.13459261,-0.30348846
1999-03-16,29.631057739257812,34.25046157836914,1999.2026009582478,-0.18153314,-0.41795886
1999-04-16,30.361061096191406,34.071346282958984,1999.2874743326488,-0.42273578,-0.9367902
1999-05-16,30.017105102539062,34.19358825683594,1999.3696098562627,-0.29205656,-0.616636
1999-06-16,29.432893753051758,34.26922607421875,1999.454483230664,-0.12949304,-0.3368338
