,index,Name,Mass,Amp 44,Area 44,sample,age1,age2,age_end,path_name,path_num,age_lin,age_v1,age_v2,age_final,d13c,d18o,path_ma,d18o_pdb,age_ws,age_ws2,d13c_ma,d18o_ma,d18o_pdb_ma,d13c_ma2,d18o_ma2,d18o_pdb_ma2,d13c_ma3,d18o_ma3,d18o_pdb_ma3,d13c_std,d18o_std,d18o_pdb_std,d13c_no_tectonic,d18o_no_tectonic,d18o_pdb_no_tectonic,d13c_notec_ma,d18o_notec_ma,d18o_pdb_notec_ma,d13c_no_tectonic2,d18o_no_tectonic2,d18o_pdb_no_tectonic2,age_dt,d13c_suess,d13c_suess_ma,d13c_suess_ma2,d13c_suess_ma3,d13c_suess_std,d13c_suess_no_tectonic,d13c_suess_no_tectonic2,d13c_suess_notec_ma,d13c_sg_trend,d13c_no_tec_sg,d13c_suess_sg_trend,d13c_suess_no_tec_sg,d18o_sg_trend,d18o_no_tec_sg,d18o_pdb_sg_trend,d18o_pdb_no_tec_sg,age_final_month,SST,SSS,synthetic_d18o,Sea Level,ENSO
10,10,12 SPL A Path O 11A,0.238,16921.0,204.087,O 11A,,,,O,11,1.41666666666666,1928.1323333333335,1937.955368,1938.10169,-1.1474360687550262,25.562873104177466,-0.990940902490493,-5.183757460216814,1938.1119260000003,,-0.990940902490493,25.59874030197499,-5.148965919681241,,,,,,,,,,,,,,,,,,,1938-02-07 02:48:15.839998811,-0.8414191687550266,-0.6848216424904927,,,,,,,-0.9410206626364195,-0.20641540611860676,-0.5994534747595711,-0.24196569399545553,25.73119814561627,-0.168325041438802,-4.9866751229177275,-0.19708233729908642,2,,,,,
11,11,12 SPL A Path O 12A,0.2,15359.0,194.735,O 12A,,,,O,12,1.5,1928.2156666666667,1938.039187,1938.220334,-0.956751487764903,25.559348621508253,-0.9791176068358517,-5.187176243650779,1938.203741,,-0.9791176068358517,25.586101758031855,-5.161225433691521,,,,,,,,,,,,,,,,,,,1938-03-22 10:07:33.024002949,-0.6495481477649021,-0.6720801968358513,,,,,,,-0.9333176977732222,-0.023433789991680887,-0.588899014376747,-0.06064913338815514,25.73566720419638,-0.1763185826881255,-4.979704388242705,-0.2074718554080741,3,,,,,
12,12,21 SPL A Path O 13A,0.23,14146.0,171.922,O 13A,,,,O,13,1.58333333333333,1928.299,1938.123007,1938.289199,-0.8331652639876257,25.63608354840984,-0.8783992135179496,-5.112742597206971,1938.2910056666667,,-0.8783992135179496,25.619118463496324,-5.129198899223925,,,,,,,,,,,,,,,,,,,1938-04-16 13:22:59.664001681,-0.5252732739876251,-0.5704891568512828,,,,,,,-0.9269438562693121,0.09377859228168639,-0.5798327936839194,0.054559519696294245,25.740375609117695,-0.10429206070785568,-4.973678957754739,-0.13906363945223177,4,,,,,
13,13,22 SPL A Path O 14A,0.212,19518.0,247.169,O 14A,,,,O,14,1.66666666666666,1928.3823333333335,1938.206826,1938.363484,-0.8452808888013204,25.661923220570895,-0.9133657939601839,-5.087677856814025,1938.3596793333334,,-0.9133657939601839,25.701974679750137,-5.04882754089557,,,,,,,,,,,,,,,,,,,1938-05-13 16:07:11.423999093,-0.5366460488013207,-0.6047690006268502,,,,,,,-0.9189877387162967,0.07370684991497634,-0.5721929198038012,0.03554687100248044,25.745302816150883,-0.08337959557998786,-4.965803605195285,-0.1218742516187401,5,,,,,
14,14,23 SPL A Path O 15A,0.201,13351.0,167.663,O 15A,,,,O,15,1.75,1928.4656666666667,1938.290646,1938.426355,-1.0616512290916056,25.807917270269673,-0.9433070329886887,-4.946062168665716,1938.426279666667,,-0.9433070329886887,25.783647247439745,-4.969604333510973,,,,,,,,,,,,,,,,,,,1938-06-05 14:52:11.280001821,-0.7523876790916051,-0.6340442363220219,,,,,,,-0.9129848519316303,-0.14866637715997533,-0.5680042876015449,-0.18438339149006022,25.748723891965213,0.059193378304460254,-4.9595102778813915,0.013448109215675963,6,,,,,
15,15,24 SPL A Path O 16A,0.253,22622.0,279.787,O 16A,,,,O,16,1.83333333333333,1928.549,1938.374465,1938.489,-0.92298898107314,25.881101251478665,-0.9879339923352232,-4.875072975053179,1938.4847849999999,,-0.9879339923352232,25.893572359625736,-4.862975875439441,,,,,,,,,,,,,,,,,,,1938-06-28 11:38:24.000001032,-0.6130989810731396,-0.678086142335223,,,,,,,-0.9077971124250394,-0.015191868648100626,-0.5640021336016194,-0.04909684747152021,25.75247087457672,0.12863037690194545,-4.953646358240041,0.07857338318686224,6,,,,,
16,16,25 SPL A Path O 17A,0.204,20546.0,256.603,O 17A,,,,O,17,1.91666666666666,1928.6323333333335,1938.458285,1938.539,-0.979161766840924,25.991698557128867,-0.8698993360397239,-4.767792482599429,1938.572142,,-0.8698993360397239,25.855908943278404,-4.899509765930515,,,,,,,,,,,,,,,,,,,1938-07-16 17:38:23.999999598,-0.6687717668409241,-0.5591779160397241,,,,,,,-0.9055496467558712,-0.0736121200850528,-0.5609446409725436,-0.1078271258683805,25.75573145963555,0.23596709749331524,-4.950935411885475,0.18314292928604647,7,,,,,
17,17,26 SPL A Path O 18A,0.224,20318.0,250.738,O 18A,,,1.0,O,18,2.0,1928.7156666666667,1938.542104,1938.688426,-0.707547260205108,25.69492702122768,-0.7446697891839552,-5.055663840138937,1938.6722173333335,,-0.7446697891839552,25.82337151257067,-4.931071399091324,,,,,,,,,,,,,,,,,,,1938-09-09 06:36:42.335997976,-0.3956630002051087,-0.4329476158506218,,,,,,,-0.8999783108625965,0.19243105065748844,-0.5546590348646758,0.15899603465956713,25.766788780815748,-0.07186175958806729,-4.943710018554091,-0.11195382158484612,9,,,,,
18,18,27 SPL A Path O 19A,0.24,12821.0,162.798,O 19A,,,,O,19,2.16666666666666,1928.8823333333335,1938.709743,1938.789226,-0.5473003405058336,25.783488959355463,-0.7381286513983977,-4.969757874535606,1938.793264,1938.7597541666667,-0.5835151291175978,25.749555529059496,-5.002673641256993,-0.9531429817119285,25.794393955906386,-4.959179918831249,,,,0.2194836675297159,0.16116910834353307,0.1563356467843102,0.4058426412060948,-0.010904996550923585,-0.010577955704357045,,,,,,,1938-10-16 01:37:11.136003114,-0.23440808050583267,-0.27058248911759797,-0.6412172780174838,,0.2212874872600539,0.4068091975116512,,,-0.895767501757608,0.34846716125177435,-0.5532225018887948,0.3188144213829622,25.77250183496834,0.010987124387121128,-4.93741958614744,-0.03233828838816599,10,,,,,
20,20,12 SPL A Path N 1A,0.242,12921.0,155.538,N 1A,,2.1,,N,1,2.43333333333333,1929.1490000000001,1938.927674,1938.90214,-0.4956977866418517,25.770250606595358,,-4.982599209096435,1938.9002060000003,1938.8658933055553,-0.6675121602106456,25.69137542869808,-5.059108920408575,-0.9474383950081899,25.79518957019873,-4.958408165011534,,,,0.21595467507177069,0.1615125556795117,0.15666879413468285,0.4517406083663382,-0.02493896360337189,-0.024191044084901137,0.2785413202235241,-0.10611336893092727,-0.10293102899668582,,,,1938-11-26 06:44:47.039997399,-0.18167638664185254,-0.35351318421064537,-0.6347063833693007,,0.21720088757903858,0.4530299967274482,,0.27981694491796855,-0.8933901101072644,0.3976923234654127,-0.5528409584618992,0.37116457182004664,25.778310425856823,-0.008059819261465151,-4.933336610874951,-0.0492625982214836,11,,,,,
19,19,28 SPL A Path O 20A,0.234,11872.0,145.224,O 20A,1.0,2.0,,O,20,2.33333333333333,1929.049,1938.877382,1939.009252,-0.9595383534842514,25.520386720143417,,-5.224969677593684,1939.005878,1938.971930611111,-0.7435922112094852,25.651792775484328,-5.097504489852444,-0.9375790645823907,25.802882866781903,-4.950945590392885,,,,0.21655434896018486,0.1614645527443543,0.156622230807551,-0.02195928890186072,-0.2824961466384863,-0.2740240872007993,0.1942506581001265,-0.15067530080249725,-0.14615654853142926,,,,1939-01-04 09:02:51.072001906,-0.6444550854842509,-0.4285719292094851,-0.6240667259990572,,0.217685041582653,-0.020388359485193686,,0.1957635588779042,-0.8904172537088291,-0.06912109977542236,-0.5549952687459154,-0.08945981673833547,25.790132040924135,-0.2697453207807179,-4.926776213661378,-0.2981934639323063,1,,,,,
21,21,12 SPL A Path N 2A,0.278,13808.0,166.184,N 2A,,,,N,2,2.52777777777777,1929.2434444444445,1939.031051,1939.106242,-0.7755404935023524,25.664740999714216,-0.708410499311834,-5.084944582867212,1939.1246019999999,1939.0795936944446,-0.8630240215926338,25.63586231163197,-5.112957199093871,-0.9285111483382544,25.80933179187985,-4.944690068558625,,,,0.22888509171189322,0.1569909917193689,0.1522828318777052,0.152970654835902,-0.14459079216563353,-0.14025451430858737,0.06728207785227773,-0.17278047971308297,-0.16759879312648795,,,,1939-02-08 18:40:47.712002071,-0.45958431550235185,-0.5469026035926338,-0.6142333548938099,,0.23082086448991007,0.15464903939145808,,0.06912126265783337,-0.8889583857373534,0.11341789223500098,-0.5574073367022524,0.09782302119990055,25.796103976644307,-0.1313629769300917,-4.921747699147168,-0.16319688372004482,2,,,,,
22,22,12 SPL A Path N 3A,0.332,16325.0,198.031,N 3A,,,,N,3,2.62222222222222,1929.337888888889,1939.134429,1939.258312,-0.8539932177912977,25.72245921503828,-0.9072224938527883,-5.028957336820717,1939.2356056666667,1939.1899503611114,-0.9072224938527883,25.777140832638434,-4.975915620932391,-0.9248280854140896,25.81371371537341,-4.94043955895064,,,,0.22565577195144687,0.15428665244858253,0.14965959574164983,0.0708348676227919,-0.09125450033512905,-0.0885177778700772,0.019427902898524845,-0.03666420129383141,-0.0355646418970282,,,,1939-04-05 06:48:47.231997875,-0.5366684097912983,-0.5901020428527882,-0.609771517858534,,0.2268741233250648,0.07310310806723574,,0.021491690657784057,-0.8884208774562968,0.034427659664999166,-0.5645918338571482,0.02792342406584991,25.80806738331102,-0.08560816827273854,-4.917492319463779,-0.11146501735693803,4,,,,,
23,23,12 SPL A Path N 4A,0.258,13584.0,158.465,N 4A,,,,N,4,2.71666666666666,1929.4323333333334,1939.237806,1939.342263,-1.0921337702647147,25.944222283162805,-0.8696506647375836,-4.813844943109245,1939.3469563333335,1939.3020205833334,-0.8696506647375836,25.93807398098561,-4.819808857704147,-0.9266119565015953,25.818369594543537,-4.935923309596825,,,,0.22848773991671534,0.15543903171171852,0.15077741515068452,-0.16552181376311936,0.12585268861926835,0.12207836648757997,0.05808346938506318,0.11909861469568739,0.1155268472409648,,,,1939-05-05 22:13:25.968000084,-0.7740534032647146,-0.5515280577375837,-0.610776327779373,,0.22847613974720085,-0.16327707548534165,,0.060380165440618506,-0.8886976322059945,-0.20343613805872018,-0.5692404773011321,-0.20481292596358247,25.8140177657989,0.1302045173639037,-4.913509753146212,0.09966481003696703,5,,,,,
24,24,12 SPL A Path N 5A,0.268,13880.0,169.092,N 5A,,,,N,5,2.81111111111111,1929.5267777777779,1939.341183,1939.440294,-0.662825006156738,26.147540444755744,-0.770473804908753,-4.616624293182479,1939.4313583333333,1939.4118136388888,-0.770473804908753,26.0777310256546,-4.684340127804781,-0.931762360452255,25.82484278895282,-4.929644246287871,,,,0.2327697607475137,0.15771849557380646,0.15298851789154866,0.268937354295517,0.32269765580292287,0.31301995310539166,0.15771475468910048,0.25402649064951177,0.24640823619493415,,,,1939-06-10 16:58:31.583999824,-0.34386236015673805,-0.45159157990875287,-0.6151768238966995,,0.2321815411148434,0.27131446373996143,,0.160016551596508,-0.8900434040374874,0.22721839788074938,-0.5745108601530905,0.23064849999635245,25.81991987541736,0.3276205693383858,-4.909447610650275,0.29282331746779633,6,,,,,
25,25,12 SPL A Path N 6A,0.228,12373.0,144.376,N 6A,,,,N,6,2.90555555555555,1929.6212222222223,1939.444561,1939.511518,-0.5564626383048062,26.141430349045248,-0.7762042560306327,-4.622551147122618,1939.5044433333333,1939.5207243055556,-0.7762042560306327,26.07090121154604,-4.690965115788226,-0.9261913618397101,25.827901221518903,-4.926677536114449,,,,0.2338020555886567,0.1573478916471005,0.1526290283766048,0.3697287235349038,0.3135291275263441,0.30412638899183086,0.1463520733564511,0.2425363464315898,0.23526268140210682,,,,1939-07-06 16:53:51.648000747,-0.236858976304806,-0.45666426603063276,-0.6088712428397102,,0.23329524093189505,0.37201226653490416,,0.1485766819768215,-0.8915795670803184,0.33511692877551214,-0.5788263350611192,0.34196735875631323,25.824237617627453,0.31719273141779425,-4.906824789658786,0.28427364253616805,7,,,,,
26,26,12 SPL A Path N 7A,0.252,13033.0,158.695,N 7A,,,2.0,N,7,3.0,1929.7156666666667,1939.547938,1939.561518,-1.109325123630354,25.923732840837122,-0.8171377287915282,-4.8337199070595815,1939.5775776666667,1939.6289115277775,-0.8171377287915282,26.014403643849885,-4.745768321429169,-0.9097152658692865,25.83235058487162,-4.9223616091686795,,,,0.24151132895968094,0.15896936205059012,0.15420187088269394,-0.19960985776106754,0.09138225596550242,0.08864170210909794,0.09630868604703624,0.18140277799474447,0.1759625086826846,,,,1939-07-24 22:53:51.647999313,-0.7892714616303542,-0.496939529791528,-0.5916747772859532,,0.2412100984904099,-0.19759668434440103,,0.098470990602592,-0.892990556950082,-0.21633456668027207,-0.5816254365096638,-0.20764602512069041,25.826918937100565,0.09681390373655674,-4.905183475168845,0.07146356810926324,7,,,,,
27,27,12 SPL A Path N 8A,0.232,12366.0,145.037,N 8A,,,,N,8,3.11111111111111,1929.8267777777778,1939.659697,1939.659697,-0.7856254244394243,25.978047741667293,-0.9300083689207899,-4.781033910105307,1939.6526806666668,1939.7366518333333,-0.9300083689207899,25.935114122746068,-4.822679949795088,-0.9044326168066967,25.838750791174906,-4.916153345052432,,,,0.23891220374272437,0.15678661604421984,0.152084585429055,0.11880719236727244,0.13929695049238688,0.13511943494712497,-0.020084565002823185,0.09749337370656146,0.09456954742910284,,,,1939-08-29 18:56:44.592001610,-0.4646881514394238,-0.6091342429207899,-0.5856855410566967,,0.23821528737386805,0.12099738961727285,,-0.01795463984541588,-0.8963133263924771,0.11068790195305278,-0.5866692725717807,0.12198112113235687,25.831497099128686,0.14655064253860672,-4.902302688231315,0.12126877812600778,8,,,,,
28,28,12 SPL A Path N 9A,0.24,12380.0,150.652,N 9A,,,,N,9,3.22222222222222,1929.937888888889,1939.771457,1939.736827,-0.8950745586925912,25.903561785733782,-0.7872197832801859,-4.853286032220375,1939.7355763333333,1939.8444609999997,-0.7872197832801859,25.926390312853147,-4.831142132629316,-0.9156235290779168,25.841760871071987,-4.91323353745146,,,,0.24650243677789785,0.15455761007689608,0.14992242735069142,0.02054897038532555,0.06180091466179505,0.05994750523108561,0.12395573133263116,0.08385577787458232,0.08134094309612354,,,,1939-09-26 22:36:16.271998372,-0.5734431156925917,-0.46559959628018605,-0.5961784908834722,,0.24542057269725934,0.022735375190880536,,0.12613281355485334,-0.8995055647902774,0.004431006097686208,-0.5934335163839382,0.0199904006913465,25.83713112476289,0.0664306609708909,-4.900410181451175,0.04712414923080033,9,,,,,
29,29,12 SPL A Path N 10A,0.244,13251.0,156.489,N 10A,1.0,3.0,,N,10,3.33333333333333,1930.049,1939.883216,1939.810205,-0.6809593667085425,25.897561411158375,-0.8656484615013692,-4.859106455562266,1939.8114443333334,1939.9524884166667,-0.8656484615013692,25.857809052052854,-4.897666641418213,-0.913470397953838,25.84709194268881,-4.908062344672426,,,,0.24475207761653006,0.14782654321067723,0.14339322517979083,0.23251103124529549,0.050469468469565015,0.04895588911016002,0.052374394798755164,0.011230223619493293,0.010893429213142921,,,,1939-10-23 17:23:44.879999883,-0.35866752170854255,-0.5433454625013693,-0.5933331975649492,,0.24307872372406347,0.23466567585640663,,0.054536127141347555,-0.9029363555311536,0.22197698882261108,-0.6005719280949207,0.2419044063863781,25.84263470061035,0.054926710548024005,-4.89887219852429,0.0397657429620244,10,,,,,
30,30,12 SPL A Path N 11A,0.246,12704.0,154.338,N 11A,,,,N,11,3.44444444444444,1930.160111111111,1939.994975,1939.887301,-1.0209114591029735,25.7723039592664,-1.00379802781246,-4.980607436471999,1939.8908926666666,1940.0628969722222,-1.00379802781246,25.769446638040005,-4.983379066634812,-0.924974641868618,25.85088367153928,-4.904384329770182,,,,0.25630524553877826,0.14186554070782534,0.13761099314199982,-0.09593681723435554,-0.07857971227288019,-0.07622310670181687,-0.07835788660835852,-0.08138090590285903,-0.07894029253483363,,,,1939-11-20 20:45:24.335999351,-0.6979257501029736,-0.6807799938124602,-0.6041330804797291,,0.2540376683125063,-0.0937926696232445,,-0.07618604434909948,-0.9068978194601258,-0.11401363964284772,-0.608022614827441,-0.08990313527553262,25.847987282441736,-0.07568332317533688,-4.897504928818195,-0.08310250765380367,11,,,,,
31,31,12 SPL A Path N 12A,0.288,15014.0,180.33,N 12A,,,,N,12,3.55555555555555,1930.2712222222224,1940.106735,1939.975172,-1.3095232576258642,25.63847454369525,-1.200844305770296,-5.110423307870171,1939.992457,1940.1755201388887,-1.200844305770296,25.786578483011443,-4.96676100569407,-0.9378753837898487,25.85450701760051,-4.900869647857327,,,,0.26314887289809474,0.13783104944208444,0.13369749626931882,-0.3716478738360155,-0.21603247390526192,-0.20955366001284403,-0.26411491129540776,-0.06914604957690074,-0.06707235955008972,,,,1939-12-22 22:30:24.191997778,-0.9857467096258647,-0.8772568867702962,-0.6163155703454042,,0.2605795307104945,-0.36943113928046056,,-0.2620862262398524,-0.9118061597361864,-0.3977170978896778,-0.6157236837042495,-0.3700230259216153,25.853168326029323,-0.21469378233407355,-4.8962357204539995,-0.2141875874161716,12,,,,,
32,32,12 SPL A Path N 13A,0.246,12339.0,147.025,N 13A,,,,N,13,3.66666666666666,1930.3823333333335,1940.218494,1940.114898,-1.2720982005820503,25.94895694607268,-1.2995586582032046,-4.809252272740039,1940.1155333333336,1940.288254361111,-1.2995586582032046,25.85363670996033,-4.90171385497138,-0.947338157766198,25.86178290862524,-4.893811960804431,,,,0.2658353746671171,0.13424112766156066,0.1302152362429936,-0.32476004281585225,0.0871740374474399,0.08455968806439174,-0.35695361583702123,-0.007433616414796044,-0.007210682258516954,,,,1940-02-12 01:15:50.515201241,-0.9480982005820502,-0.9756331422032046,-0.625063330766198,,0.2631023502961625,-0.32303486981585217,,-0.35530420129998436,-0.9193275624620113,-0.35277063812003895,-0.6148947684375405,-0.33320343214450965,25.86799088302482,0.08096606304786036,-4.894925988926722,0.08567371618668229,2,,,,,
33,33,12 SPL A Path N 14A,0.24,12350.0,151.258,N 14A,,,,N,14,3.77777777777777,1930.4934444444445,1940.330253,1940.25653,-1.3170545164016993,25.97347864011306,-1.2436684638437534,-4.785465984303929,1940.2711470000002,1940.4019031111113,-1.2436684638437534,25.942546423444657,-4.815470543794448,-0.9426015855425034,25.866921052899627,-4.888827909476831,,,,0.26525886650204955,0.1356530319409706,0.13158479751306434,-0.37445293085919595,0.10655758721343389,0.10336192517290144,-0.2997317180031683,0.0756519570915195,0.07338315489834428,,,,1940-04-03 21:21:34.272003530,-0.9930545164016993,-0.9196684638437533,-0.619607921598059,,0.26242209455882126,-0.3734465948036403,,-0.2987248613365015,-0.923870925105218,-0.3931835912964814,-0.6113435628503159,-0.3817109535513834,25.87184580482412,0.1016328352889424,-4.89439763439725,0.10893165009332062,4,,,,,
34,34,12 SPL A Path N 15A,0.256,13456.0,157.97,N 15A,,,,N,15,3.88888888888888,1930.6045555555556,1940.442013,1940.442013,-1.1418526745475104,25.90520368414823,-1.072068861213679,-4.851693374339376,1940.428231,1940.515791666667,-1.072068861213679,25.962152871873645,-4.796452092753843,-0.9418704942130538,25.871979437534545,-4.883921225797116,,,,0.2653507200293913,0.13953652873115394,0.13535182823451025,-0.19998218033445658,0.03322424661368473,0.032227851457739654,-0.13304325665176142,0.09578696724448695,0.09291431609682377,,,,1940-06-10 18:38:31.891202787,-0.8178526745475103,-0.748068861213679,-0.6181595551574983,,0.2626028724743306,-0.199693119390012,,-0.13275534518879833,-0.9300449259089579,-0.21180774863855245,-0.6268821343450975,-0.19097054020241278,25.870527911673157,0.034675772475072364,-4.893949292923405,0.04225591858402833,6,,,,,
35,35,12 SPL A Path N 16A,0.25,12571.0,153.874,N 16A,,,3.0,N,16,4.0,1930.7156666666667,1940.553772,1940.58615,-0.7572993926918274,26.00777629135965,-0.959235049003066,-4.752196919618225,1940.6118763333334,1940.6304585000003,-0.959235049003066,25.929935023928863,-4.827703727438763,-0.9326047339301957,25.86019722345331,-4.895350091278055,,,,0.2697979822746749,0.1468545794711578,0.14245041063282096,0.17530534123836827,0.14757906790634223,0.14315317165983021,-0.024257616958291355,0.0635679063454037,0.061661504834103965,,,,1940-08-02 12:44:29.760002807,-0.43329939269182743,-0.635235049003066,-0.6081730713190847,,0.2674150058070198,0.17487367862725728,,-0.024681646865698754,-0.9349110819334353,0.17761168924160786,-0.6428710614267953,0.20957166873496785,25.870955298078265,0.1368209932813862,-4.893738080662306,0.14154116104408132,8,,,,,
