datetime,d13C,d16O
1970-01-01,-0.7765265280115295,25.553288533610253
1970-05-01,-0.9873020943855583,25.498699156611995
1970-09-01,-1.0382262625242098,25.63073707345393
1971-01-01,-1.2092108596670437,25.795491726892198
1971-05-01,-1.1670638336899268,25.588171744344486
1971-09-01,-1.0021298899045061,25.877747628972564
1972-01-01,-0.975,25.725
1972-05-01,-1.525,25.725
1972-09-01,-0.9666666666666667,25.933333333333334
1973-01-01,-0.9857142857142858,25.714285714285715
1973-05-01,-1.34,25.839999999999996
1973-09-01,-1.16,25.9
1974-01-01,-1.525,25.5125
1974-05-01,-1.7666666666666666,25.833333333333332
1974-09-01,-1.6666666666666667,25.400000000000002
1975-01-01,-1.725,25.4
1975-05-01,-1.65,25.625
1975-09-01,-1.1333333333333335,25.366666666666664
1976-01-01,-1.1,25.549999999999997
1976-05-01,-1.05,25.85
1976-09-01,-1.4,25.6
1977-01-01,-1.725,25.525
1977-05-01,-1.7,25.95
1977-09-01,-1.4,25.65
1978-01-01,-1.5666666666666667,25.366666666666664
1978-05-01,-2.1666666666666665,25.7
1978-09-01,-1.65,25.75
1979-01-01,-1.5666666666666667,25.366666666666664
1979-05-01,-1.4000000000000001,25.599999999999998
1979-09-01,-1.35,25.8
1980-01-01,-1.5,25.3
1980-05-01,-1.85,25.549999999999997
1980-09-01,-1.65,25.95
1981-01-01,-1.225,25.6
1981-05-01,-1.5333333333333332,25.733333333333334
1981-09-01,-1.3,25.46666666666667
1982-01-01,-1.65,25.65
1982-05-01,-1.4,25.4
1982-09-01,-1.7,25.2
1983-01-01,-1.6000000000000003,25.400000000000002
1983-05-01,-1.4500000000000002,25.4
1983-09-01,-1.45,25.299999999999997
1984-01-01,-1.175,25.6
1984-05-01,-1.1,25.55
1984-09-01,-1.1,25.700000000000003
1985-01-01,-1.25,25.5
1985-05-01,-1.0,25.3
1985-09-01,-1.4,25.3
1986-01-01,-1.4666666666666668,25.46666666666667
1986-05-01,-1.15,25.4
1986-09-01,-1.2000000000000002,25.45
1987-01-01,-1.2000000000000002,25.549999999999997
1987-05-01,-0.7,25.7
1987-09-01,-1.1,25.6
1988-01-01,-1.45,25.549999999999997
1988-05-01,-1.2,25.8
1988-09-01,-1.6,25.55
1989-01-01,-1.4333333333333333,25.516666666666666
1989-05-01,-1.5,25.55
1989-09-01,-1.0333333333333334,25.833333333333332
1990-01-01,-1.05,25.75
1990-05-01,-1.6,25.625
1990-09-01,-1.48,25.76
1991-01-01,-1.575,25.8
1991-05-01,-1.85,25.3
1991-09-01,-2.0,25.5
1992-01-01,-1.8333333333333333,25.599999999999998
1992-05-01,-1.6,25.25
1992-09-01,-1.85,25.55
1993-01-01,-1.8,25.5
1993-05-01,-1.5,25.35
1993-09-01,-2.0,25.5
1994-01-01,-1.5333333333333332,25.7
1994-05-01,-1.5999999999999999,25.599999999999998
1994-09-01,-2.2,25.9
1995-01-01,-1.5999999999999999,25.766666666666666
1995-05-01,-1.6,25.6
1995-09-01,-1.4,25.6
1996-01-01,-1.675,25.5
1996-05-01,-1.65,25.4
1996-09-01,-2.0,25.5
1997-01-01,-1.5,25.53333333333333
1997-05-01,-1.9666666666666668,25.433333333333334
1997-09-01,-1.95,25.6
1998-01-01,-1.9,25.35
1998-05-01,-2.2,25.2
1998-09-01,-2.8,25.5
1999-01-01,-2.05,25.525
1999-05-01,-2.2666666666666666,25.266666666666666
1999-09-01,-2.5,25.5
2000-01-01,-2.05,25.65
2000-05-01,-1.5,25.6
2000-09-01,-1.8,25.4
2001-01-01,-1.95,25.35
2001-05-01,-2.2,25.4
2001-09-01,-2.2,25.6
2002-01-01,-1.8333333333333333,25.433333333333334
2002-05-01,-1.7,25.1
2002-09-01,-2.1,25.4
2003-01-01,-2.733333333333333,25.666666666666668
2003-05-01,-2.0,25.5
2003-09-01,-2.3,25.2
2004-01-01,-2.5,25.35
2004-05-01,-3.1,25.4
2004-09-01,-2.7,25.7
2005-01-01,-2.4,25.5
2005-05-01,-1.7,25.4
2005-09-01,-2.3,25.2
2006-01-01,-2.55,25.2
2006-05-01,-2.4,25.4
2006-09-01,-2.9,25.6
