index,Name,Mass,Amp 44,Area 44,sample,age1,age_end,age2,path_name,path_num,d13c,d18o,age_median,age_lower,age_upper,age_uncertainty
59,12 SPL A Path N 40A,0.204,14563.0,177.892,N 40A,,,,N,40,-1.0066657827634171,25.967696728154838,2001.136486296717,2000.470277781525,2002.0495797228914,1.5793019413663387
60,12 SPL A Path N 41A,0.23,10096.0,118.138,N 41A,,6.0,,N,41,-0.9371639626912891,25.946019946402952,2001.0364136987619,2000.3527587314015,2001.9629415348768,1.6101828034752543
61,12 SPL A Path N 42A,0.254,12093.0,147.773,N 42A,,,,N,42,-0.6958520610144662,25.99786612169353,2000.9362869193128,2000.238617003262,2001.8783970238842,1.6397800206220836
62,12 SPL A Path N 43A,0.211,14434.0,169.653,N 43A,,,,N,43,-0.6082482059949519,25.812673499756816,2000.8351592338822,2000.123823754057,2001.7932203090566,1.6693965549995937
63,12 SPL A Path N 44A,0.252,12340.0,148.933,N 44A,,,,N,44,-0.4100397407746713,25.83781629379406,2000.7224767813168,2000.008629674762,2001.707566126449,1.6989364516869045
64,12 SPL A Path N 45A,0.243,11148.0,136.031,N 45A,,,,N,45,-0.8083145587705729,25.83483716904568,2000.6172532683154,1999.894913650691,2001.6221595930401,1.7272459423491
65,12 SPL A Path N 46A,0.252,14490.0,172.212,N 46A,1.0,,7.0,N,46,-0.7674748252037102,25.816156166143042,2000.511087132457,1999.7804906910505,2001.5369391971449,1.7564485060943298
66,12 SPL A Path N 47A,0.216,10017.0,122.938,N 47A,,,,N,47,-1.0355839953018111,25.987014505502206,2000.4049006997295,1999.663295256189,2001.450885191309,1.7875899351199678
67,12 SPL A Path N 48A,0.231,8867.0,105.147,N 48A,,,,N,48,-1.6038280554357822,26.09429336568675,2000.3087583387492,1999.5483811683507,2001.3645644690957,1.816183300745024
68,12 SPL A Path N 49A,0.25,10717.0,131.61,N 49A,,,,N,49,-1.2562264805761183,26.172615642736556,2000.2037407505231,1999.4350935014513,2001.2787207973192,1.8436272958679183
69,12 SPL A Path N 50A,0.222,19013.0,221.556,N 50A,,,,N,50,-0.8395865710710547,26.029718559072332,2000.093346899487,1999.3200612684282,2001.1943148916098,1.8742536231816302
70,12 SPL A Path N 51A,0.232,11780.0,144.41,N 51A,,,,N,51,-0.7469387076550942,26.077640244477355,1999.9887006505303,1999.2037120413345,2001.1066059045638,1.9028938632293375
71,12 SPL A Path N 52A,0.244,14674.0,170.846,N 52A,,7.0,,N,52,-0.4510937642637805,25.663089304769866,1999.8867086603695,1999.0896730506772,2001.020935575733,1.931262525055672
72,12 SPL A Path N 53A,0.244,13274.0,173.573,N 53A,,,,N,53,-0.9147638870512916,26.635023610751578,1999.7850206592384,1998.974478457643,2000.9334564779222,1.958978020279119
73,12 SPL A Path N 54A,0.257,11096.0,131.595,N 54A,,,,N,54,-0.4129880989541724,26.003291439962712,1999.678545167592,1998.8530303080154,2000.8434214347612,1.9903911267458625
74,12 SPL A Path N 55A,0.249,11634.0,141.545,N 55A,1.0,,8.0,N,55,-0.6720483762661944,26.017650213865057,1999.576709607361,1998.7377778668038,2000.7600120828467,2.022234216042989
75,12 SPL A Path N 56A,0.242,13391.0,161.251,N 56A,,,,N,56,-1.225228047099883,26.38221925792556,1999.4673107427734,1998.6221062261177,2000.6762581821924,2.0541519560747474
76,12 SPL A Path N 57A,0.224,11171.0,133.995,N 57A,,,,N,57,-1.222387845637512,26.347746248793417,1999.3756352400246,1998.5062997021894,2000.592218570836,2.0859188686465586
77,12 SPL A Path N 58A,0.264,10611.0,129.851,N 58A,,8.0,,N,58,-1.1353531539596395,26.265532790059762,1999.2703682631163,1998.3934284986997,2000.5066736502915,2.1132451515918547
78,12 SPL A Path N 59A,0.234,23352.0,274.48,N 59A,,,,N,59,-0.8821337946628428,25.624200019950212,1999.17964614535,1998.2758037750034,2000.4227958052327,2.146992030229285
79,12 SPL A Path N 60A,0.249,9588.0,117.597,N 60A,,,,N,60,-0.5011091130565775,25.96603915529254,1999.0761243587433,1998.1564790456173,2000.3369386280176,2.1804595824003172
80,12 SPL A Path N 61A,0.215,15594.0,183.013,N 61A,,,8.7,N,61,-0.5981609480190643,25.78607396172062,1998.969060444448,1998.036850181225,2000.2507016503214,2.2138514690964257
