,sample,age1,path,sample1,age_lin
99,M 19A,11.0,M,19,11.583333333333334
100,M 20A,,M,20,11.726190476190476
101,M 21A,,M,21,11.86904761904762
102,M 22A,,M,22,12.011904761904763
103,M 23A,,M,23,12.154761904761905
104,M 24A,,M,24,12.297619047619047
105,M 25A,,M,25,12.440476190476192
106,M 26A,12.0,M,26,12.583333333333334
107,M 27A,,M,27,12.75
108,M 28A,,M,28,12.916666666666668
109,M 29A,,M,29,13.083333333333334
110,M 30A,,M,30,13.25
111,M 31A,,M,31,13.416666666666668
112,M 32A,13.0,M,32,13.583333333333334
113,M 33A,,M,33,13.808333333333334
114,M 34A,,M,34,14.033333333333335
115,M 35A,,M,35,14.258333333333335
116,M 36A,13.9,M,36,14.483333333333334
117,M 37A,14.2,M,37,14.783333333333333
118,M 38A,,M,38,14.983333333333334
119,M 39A,,M,39,15.183333333333334
120,M 40A,,M,40,15.383333333333333
121,M 41A,15.0,M,41,15.583333333333334
122,M 42A,,M,42,15.783333333333333
123,M 43A,,M,43,15.983333333333333
124,M 44A,,M,44,16.183333333333334
125,M 45A,,M,45,16.383333333333333
126,M 46A,16.0,M,46,16.583333333333332
127,M 47A,,M,47,16.78333333333333
128,M 48A,,M,48,16.98333333333333
129,M 49A,,M,49,17.183333333333334
130,M 50A,,M,50,17.383333333333333
131,M 51A,17.0,M,51,17.583333333333332
132,M 52A,,M,52,17.708333333333332
133,M 53A,,M,53,17.833333333333332
134,M 54A,,M,54,17.958333333333332
135,M 55A,,M,55,18.083333333333332
136,M 56A,,M,56,18.208333333333332
137,M 57A,,M,57,18.333333333333332
138,M 58A,,M,58,18.458333333333332
139,M 59A,18.0,M,59,18.583333333333332
140,M 60A,,M,60,18.833333333333332
141,M 61A,,M,61,19.083333333333332
142,M 62A,,M,62,19.333333333333332
143,M 63A,19.0,M,63,19.583333333333332
144,M 64A,,M,64,19.75
145,M 65A,,M,65,19.916666666666664
146,M 66A,,M,66,20.083333333333332
147,M 67A,,M,67,20.25
148,M 68A,,M,68,20.416666666666664
149,M 69A,20.0,M,69,20.583333333333332
150,M 70A,,M,70,20.708333333333332
151,M 71A,,M,71,20.833333333333332
152,M 72A,,M,72,20.958333333333332
153,M 73A,,M,73,21.083333333333332
154,M 74A,,M,74,21.208333333333332
155,M 75A,,M,75,21.333333333333332
156,M 76A,,M,76,21.458333333333332
157,M 77A,21.0,M,77,21.583333333333332
158,M 78A,,M,78,21.694444444444443
159,M 79A,,M,79,21.805555555555554
160,M 80A,,M,80,21.916666666666664
161,M 81A,,M,81,22.027777777777775
162,M 82A,,M,82,22.13888888888889
163,M 83A,,M,83,22.25
164,M 84A,,M,84,22.36111111111111
165,M 85A,,M,85,22.47222222222222
166,M 86A,22.0,M,86,22.583333333333332
167,M 87A,,M,87,22.75
168,M 88A,,M,88,22.916666666666664
169,M 89A,,M,89,23.083333333333332
170,M 90A,,M,90,23.25
171,M 91A,,M,91,23.416666666666664
172,M 92A,23.0,M,92,23.583333333333332
173,M 93A,,M,93,23.683333333333334
174,M 94A,,M,94,23.78333333333333
175,M 95A,,M,95,23.883333333333333
176,M 96A,,M,96,23.98333333333333
177,M 97A,,M,97,24.083333333333332
178,M 98A,,M,98,24.183333333333334
179,M 99A,,M,99,24.28333333333333
180,M 100A,,M,100,24.383333333333333
181,M 101A,,M,101,24.48333333333333
182,M 102A,24.0,M,102,24.583333333333332
183,M 103A,,M,103,24.726190476190474
184,M 104A,,M,104,24.869047619047617
185,M 105A,,M,105,25.01190476190476
186,M 106A,,M,106,25.154761904761905
187,M 107A,,M,107,25.297619047619047
188,M 108A,,M,108,25.44047619047619
189,M 109A,25.0,M,109,25.583333333333332
190,M 110A,25.05,M,110,25.633333333333333
191,L 1A,25.45,L,1,26.03333333333333
192,L 2A,,L,2,26.125
193,L 3A,,L,3,26.216666666666665
194,L 4A,,L,4,26.30833333333333
195,L 5A,,L,5,26.4
196,L 6A,,L,6,26.491666666666667
197,L 7A,26.0,L,7,26.583333333333332
198,L 8A,,L,8,26.708333333333332
199,L 9A,,L,9,26.833333333333332
200,L 10A,,L,10,26.958333333333332
201,L 11A,,L,11,27.083333333333332
202,L 12A,,L,12,27.208333333333332
203,L 13A,,L,13,27.333333333333332
204,L 14A,,L,14,27.458333333333332
205,L 15A,27.0,L,15,27.583333333333332
206,L 16A,,L,16,27.833333333333332
207,L 17A,,L,17,28.083333333333332
208,L 18A,,L,18,28.333333333333332
209,L 19A,28.0,L,19,28.583333333333332
210,L 20A,,L,20,28.726190476190474
211,L 21A,,L,21,28.869047619047617
212,L 22A,,L,22,29.01190476190476
213,L 23A,,L,23,29.154761904761905
214,L 24A,,L,24,29.297619047619047
215,L 25A,,L,25,29.44047619047619
216,L 26A,29.0,L,26,29.583333333333332
217,L 27A,,L,27,29.78333333333333
218,L 28A,,L,28,29.98333333333333
219,L 29A,,L,29,30.183333333333334
220,L 30A,,L,30,30.383333333333333
221,L 31A,30.0,L,31,30.583333333333332
222,L 32A,,L,32,30.726190476190474
223,L 33A,,L,33,30.869047619047617
224,L 34A,,L,34,31.01190476190476
225,L 35A,,L,35,31.154761904761905
226,L 36A,,L,36,31.297619047619047
227,L 37A,,L,37,31.44047619047619
228,L 38A,31.0,L,38,31.583333333333332
229,L 39A,,L,39,31.75
230,L 40A,,L,40,31.916666666666668
231,L 41A,,L,41,32.083333333333336
232,L 42A,,L,42,32.25
233,L 43A,,L,43,32.41666666666667
234,L 44A,32.0,L,44,32.583333333333336
235,L 45A,32.1,L,45,32.68333333333334
236,K 1A,32.75,K,1,33.333333333333336
237,K 2A,,K,2,33.458333333333336
238,K 3A,33.0,K,3,33.583333333333336
239,K 4A,,K,4,33.708333333333336
240,K 5A,,K,5,33.833333333333336
241,K 6A,,K,6,33.958333333333336
242,K 7A,,K,7,34.083333333333336
243,K 8A,,K,8,34.208333333333336
244,K 9A,,K,9,34.333333333333336
245,K 10A,,K,10,34.458333333333336
246,K 11A,34.0,K,11,34.583333333333336
247,K 12A,,K,12,34.708333333333336
248,K 13A,,K,13,34.833333333333336
249,K 14A,,K,14,34.958333333333336
250,K 15A,,K,15,35.083333333333336
251,K 16A,,K,16,35.208333333333336
252,K 17A,,K,17,35.333333333333336
253,K 18A,,K,18,35.458333333333336
254,K 19A,35.0,K,19,35.583333333333336
255,K 20A,,K,20,35.78333333333334
256,K 21A,,K,21,35.983333333333334
257,K 22A,,K,22,36.18333333333334
258,K 23A,,K,23,36.38333333333333
259,K 24A,36.0,K,24,36.583333333333336
260,K 25A,,K,25,36.833333333333336
261,K 26A,,K,26,37.083333333333336
262,K 27A,,K,27,37.333333333333336
263,K 28A,37.0,K,28,37.583333333333336
264,K 29A,,K,29,37.833333333333336
265,K 30A,,K,30,38.083333333333336
266,K 31A,,K,31,38.333333333333336
267,K 32A,38.0,K,32,38.583333333333336
268,K 33A,,K,33,38.833333333333336
269,K 34A,,K,34,39.083333333333336
270,K 35A,,K,35,39.333333333333336
271,K 36A,39.0,K,36,39.583333333333336
272,K 37A,,K,37,39.72619047619048
273,K 38A,,K,38,39.86904761904762
274,K 39A,,K,39,40.011904761904766
275,K 40A,,K,40,40.154761904761905
276,K 41A,,K,41,40.29761904761905
277,K 42A,,K,42,40.44047619047619
278,K 43A,40.0,K,43,40.583333333333336
279,K 44A,,K,44,40.75
280,K 45A,,K,45,40.91666666666667
281,K 46A,,K,46,41.083333333333336
282,K 47A,,K,47,41.25
283,K 48A,,K,48,41.41666666666667
284,K 49A,41.0,K,49,41.583333333333336
285,K 50A,,K,50,41.72619047619048
286,K 51A,,K,51,41.86904761904762
287,K 52A,,K,52,42.011904761904766
288,K 53A,,K,53,42.154761904761905
289,K 54A,,K,54,42.29761904761905
290,K 55A,,K,55,42.44047619047619
291,K 56A,42.0,K,56,42.583333333333336
292,K 57A,,K,57,42.72619047619048
293,K 58A,,K,58,42.86904761904762
294,K 59A,,K,59,43.011904761904766
295,K 60A,,K,60,43.154761904761905
296,K 61A,,K,61,43.29761904761905
297,K 62A,,K,62,43.44047619047619
298,K 63A,43.0,K,63,43.583333333333336
299,K 64A,,K,64,43.72619047619048
300,K 65A,,K,65,43.86904761904762
301,K 66A,,K,66,44.011904761904766
302,K 67A,,K,67,44.154761904761905
303,K 68A,,K,68,44.29761904761905
304,K 69A,,K,69,44.44047619047619
305,K 70A,44.0,K,70,44.583333333333336
306,K 71A,,K,71,44.78333333333333
307,K 72A,,K,72,44.983333333333334
308,K 73A,,K,73,45.18333333333334
309,K 74A,44.8,K,74,45.38333333333333
310,J 1A,46.3,J,1,46.88333333333333
311,J 2A,,J,2,47.02333333333333
312,J 3A,,J,3,47.163333333333334
313,J 4A,,J,4,47.303333333333335
314,J 5A,,J,5,47.443333333333335
315,J 6A,47.0,J,6,47.583333333333336
316,J 7A,,J,7,47.68333333333334
317,J 8A,,J,8,47.78333333333334
318,J 9A,,J,9,47.88333333333333
319,J 10A,,J,10,47.983333333333334
320,J 11A,,J,11,48.083333333333336
321,J 12A,,J,12,48.18333333333334
322,J 13A,,J,13,48.28333333333334
323,J 14A,,J,14,48.38333333333333
324,J 15A,,J,15,48.483333333333334
325,J 16A,48.0,J,16,48.583333333333336
326,J 17A,,J,17,48.66666666666667
327,J 18A,,J,18,48.75
328,J 19A,,J,19,48.833333333333336
329,J 20A,,J,20,48.91666666666667
330,J 21A,,J,21,49.0
331,J 23A,,J,23,49.16666666666667
332,J 24A,,J,24,49.25
333,J 25A,,J,25,49.333333333333336
334,J 26A,,J,26,49.41666666666667
335,J 27A,,J,27,49.5
336,J 28A,49.0,J,28,49.583333333333336
337,J 29A,,J,29,49.733333333333334
338,J 30A,49.3,J,30,49.88333333333333
339,I 1A,47.9,I,1,48.483333333333334
340,I 2A,48.0,I,2,48.583333333333336
341,I 3A,,I,3,48.75
342,I 4A,,I,4,48.91666666666667
343,I 5A,,I,5,49.083333333333336
344,I 6A,,I,6,49.25
345,I 7A,,I,7,49.41666666666667
346,I 8A,49.0,I,8,49.583333333333336
347,I 9A,,I,9,49.69444444444445
348,I 10A,,I,10,49.80555555555556
349,I 11A,,I,11,49.91666666666667
350,I 12A,,I,12,50.02777777777778
351,I 13A,,I,13,50.13888888888889
352,I 14A,,I,14,50.25
353,I 15A,,I,15,50.361111111111114
354,I 16A,,I,16,50.47222222222222
355,I 17A,50.0,I,17,50.583333333333336
356,I 18A,,I,18,50.67424242424243
357,I 19A,,I,19,50.765151515151516
358,I 20A,,I,20,50.85606060606061
359,I 21A,,I,21,50.9469696969697
360,I 22A,,I,22,51.03787878787879
361,I 23A,,I,23,51.12878787878788
362,I 24A,,I,24,51.21969696969697
363,I 25A,,I,25,51.31060606060606
364,I 26A,,I,26,51.401515151515156
365,I 27A,,I,27,51.49242424242424
366,I 28A,51.0,I,28,51.583333333333336
367,I 29A,,I,29,51.75
368,I 30A,,I,30,51.91666666666667
369,I 31A,,I,31,52.083333333333336
370,I 32A,,I,32,52.25
371,I 33A,,I,33,52.41666666666667
372,I 34A,52.0,I,34,52.583333333333336
373,I 35A,,I,35,52.72619047619048
374,I 36A,,I,36,52.86904761904762
375,I 37A,,I,37,53.011904761904766
376,I 38A,,I,38,53.154761904761905
377,I 39A,,I,39,53.29761904761905
378,I 40A,,I,40,53.44047619047619
379,I 41A,53.0,I,41,53.583333333333336
380,I 42A,,I,42,53.708333333333336
381,I 43A,,I,43,53.833333333333336
382,I 44A,,I,44,53.958333333333336
383,I 45A,,I,45,54.083333333333336
384,I 46A,,I,46,54.208333333333336
385,I 47A,,I,47,54.333333333333336
386,I 48A,,I,48,54.458333333333336
387,I 49A,54.0,I,49,54.583333333333336
388,I 50A,,I,50,54.708333333333336
389,I 51A,,I,51,54.833333333333336
390,I 52A,,I,52,54.958333333333336
391,I 53A,,I,53,55.083333333333336
392,I 54A,,I,54,55.208333333333336
393,I 55A,,I,55,55.333333333333336
394,I 56A,,I,56,55.458333333333336
395,I 57A,55.0,I,57,55.583333333333336
396,I 58A,,I,58,55.645833333333336
397,I 59A,,I,59,55.708333333333336
398,I 60A,,I,60,55.770833333333336
399,I 61A,,I,61,55.833333333333336
400,I 62A,,I,62,55.895833333333336
401,I 63A,,I,63,55.958333333333336
402,I 64A,,I,64,56.020833333333336
403,I 65A,,I,65,56.083333333333336
404,I 66A,,I,66,56.145833333333336
405,I 67A,,I,67,56.208333333333336
406,I 68A,,I,68,56.270833333333336
407,I 69A,,I,69,56.333333333333336
408,I 70A,,I,70,56.395833333333336
409,I 71A,,I,71,56.458333333333336
410,I 72A,,I,72,56.520833333333336
411,I 73A,56.0,I,73,56.583333333333336
412,I 74A,,I,74,56.72619047619048
413,I 75A,,I,75,56.86904761904762
414,I 76A,,I,76,57.011904761904766
415,I 77A,,I,77,57.154761904761905
416,I 78A,,I,78,57.29761904761905
417,I 79A,,I,79,57.44047619047619
418,I 80A,57.0,I,80,57.583333333333336
419,I 81A,,I,81,57.72619047619048
420,I 82A,,I,82,57.86904761904762
421,I 83A,,I,83,58.011904761904766
422,I 84A,,I,84,58.154761904761905
423,I 85A,,I,85,58.29761904761905
424,I 86A,,I,86,58.44047619047619
425,I 87A,58.0,I,87,58.583333333333336
426,I 88A,,I,88,58.833333333333336
427,I 89A,,I,89,59.083333333333336
428,I 90A,,I,90,59.333333333333336
429,I 91A,59.0,I,91,59.583333333333336
430,I 92A,,I,92,59.708333333333336
431,I 93A,,I,93,59.833333333333336
432,I 94A,,I,94,59.958333333333336
433,I 95A,,I,95,60.083333333333336
434,I 96A,,I,96,60.208333333333336
435,I 97A,,I,97,60.333333333333336
436,I 98A,,I,98,60.458333333333336
437,I 99A,60.0,I,99,60.583333333333336
438,I 100A,,I,100,60.69444444444445
439,I 101A,,I,101,60.80555555555556
440,I 102A,,I,102,60.91666666666667
441,I 103A,,I,103,61.02777777777778
442,I 104A,,I,104,61.13888888888889
443,I 105A,,I,105,61.25
444,I 106A,,I,106,61.361111111111114
445,I 107A,,I,107,61.47222222222222
446,I 108A,61.0,I,108,61.583333333333336
447,I 109A,,I,109,61.91666666666667
448,I 110A,,I,110,62.25
449,I 111A,62.0,I,111,62.583333333333336
450,I 112A,,I,112,63.083333333333336
451,I 113A,63.0,I,113,63.583333333333336
452,I 114A,,I,114,63.78333333333333
453,I 115A,,I,115,63.983333333333334
454,I 116A,,I,116,64.18333333333334
455,I 117A,,I,117,64.38333333333333
456,I 118A,64.0,I,118,64.58333333333333
457,I 119A,,I,119,64.75833333333333
458,I 120A,,I,120,64.93333333333334
459,I 121A,,I,121,65.10833333333333
460,I 122A,64.7,I,122,65.28333333333333
461,H 1A,62.7,H,1,63.28333333333334
462,H 2A,,H,2,63.358333333333334
463,H 3A,,H,3,63.43333333333334
464,H 4A,,H,4,63.50833333333334
465,H 5A,63.0,H,5,63.583333333333336
466,H 6A,,H,6,63.75
467,H 7A,,H,7,63.916666666666664
468,H 8A,,H,8,64.08333333333333
469,H 9A,,H,9,64.25
470,H 10A,,H,10,64.41666666666666
471,H 11A,64.0,H,11,64.58333333333333
472,H 12A,,H,12,64.75
473,H 13A,,H,13,64.91666666666666
474,H 14A,,H,14,65.08333333333333
475,H 15A,,H,15,65.25
476,H 16A,,H,16,65.41666666666666
477,H 17A,65.0,H,17,65.58333333333333
478,H 18A,,H,18,65.72619047619047
479,H 19A,,H,19,65.86904761904762
480,H 20A,,H,20,66.01190476190476
481,H 21A,,H,21,66.1547619047619
482,H 22A,,H,22,66.29761904761904
483,H 23A,,H,23,66.44047619047619
484,H 24A,66.0,H,24,66.58333333333333
485,H 25A,,H,25,66.72619047619047
486,H 26A,,H,26,66.86904761904762
487,H 27A,,H,27,67.01190476190476
488,H 28A,,H,28,67.1547619047619
489,H 29A,,H,29,67.29761904761904
490,H 30A,,H,30,67.44047619047619
491,H 31A,67.0,H,31,67.58333333333333
492,H 32A,,H,32,67.72619047619047
493,H 33A,,H,33,67.86904761904762
494,H 34A,,H,34,68.01190476190476
495,H 35A,,H,35,68.1547619047619
496,H 36A,,H,36,68.29761904761904
497,H 37A,,H,37,68.44047619047619
498,H 38A,68.0,H,38,68.58333333333333
499,H 39A,,H,39,68.75
500,H 40A,,H,40,68.91666666666666
501,H 41A,,H,41,69.08333333333333
502,H 42A,,H,42,69.25
503,H 43A,,H,43,69.41666666666666
504,H 44A,69.0,H,44,69.58333333333333
505,H 45A,,H,45,69.75
506,H 46A,,H,46,69.91666666666666
507,H 47A,,H,47,70.08333333333333
508,H 48A,,H,48,70.25
509,H 49A,,H,49,70.41666666666666
510,H 50A,70.0,H,50,70.58333333333333
511,H 51A,,H,51,70.72619047619047
512,H 52A,,H,52,70.86904761904762
513,H 53A,,H,53,71.01190476190476
514,H 54A,,H,54,71.1547619047619
515,H 55A,,H,55,71.29761904761904
516,H 56A,,H,56,71.44047619047619
517,H 57A,71.0,H,57,71.58333333333333
518,H 58A,,H,58,71.72619047619047
519,H 59A,,H,59,71.86904761904762
520,H 60A,,H,60,72.01190476190476
521,H 61A,,H,61,72.1547619047619
522,H 62A,,H,62,72.29761904761904
523,H 63A,,H,63,72.44047619047619
524,H 64A,72.0,H,64,72.58333333333333
525,H 65A,,H,65,72.70833333333333
526,H 66A,,H,66,72.83333333333333
527,H 67A,,H,67,72.95833333333333
528,H 68A,,H,68,73.08333333333333
529,H 69A,,H,69,73.20833333333333
530,H 70A,,H,70,73.33333333333333
531,H 71A,,H,71,73.45833333333333
532,H 72A,73.0,H,72,73.58333333333333
533,H 73A,,H,73,73.75
534,H 74A,,H,74,73.91666666666666
535,H 75A,,H,75,74.08333333333333
536,H 76A,,H,76,74.25
537,H 77A,,H,77,74.41666666666666
538,H 78A,74.0,H,78,74.58333333333333
539,H 79A,,H,79,74.72619047619047
540,H 80A,,H,80,74.86904761904762
541,H 81A,,H,81,75.01190476190476
542,H 82A,,H,82,75.1547619047619
543,H 83A,,H,83,75.29761904761904
544,H 84A,,H,84,75.44047619047619
545,H 85A,75.0,H,85,75.58333333333333
546,H 86A,,H,86,75.69444444444444
547,H 87A,,H,87,75.80555555555556
548,H 88A,,H,88,75.91666666666666
549,H 89A,,H,89,76.02777777777777
550,H 90A,,H,90,76.13888888888889
551,H 91A,,H,91,76.25
552,H 92A,,H,92,76.3611111111111
553,H 93A,,H,93,76.47222222222221
554,H 94A,76.0,H,94,76.58333333333333
555,H 95A,,H,95,76.83333333333333
556,H 96A,,H,96,77.08333333333333
557,H 97A,,H,97,77.33333333333333
558,H 98A,77.0,H,98,77.58333333333333
559,H 99A,,H,99,77.75
560,H 100A,,H,100,77.91666666666666
561,H 101A,,H,101,78.08333333333333
562,H 102A,,H,102,78.25
563,H 103A,,H,103,78.41666666666666
564,H 104A,78.0,H,104,78.58333333333333
565,H 105A,,H,105,78.78333333333333
566,H 106A,,H,106,78.98333333333333
567,H 107A,,H,107,79.18333333333332
568,H 108A,,H,108,79.38333333333333
569,H 109A,79.0,H,109,79.58333333333333
570,H 110A,,H,110,79.80833333333334
571,H 111A,,H,111,80.03333333333333
572,H 112A,,H,112,80.25833333333333
573,H 113A,79.9,H,113,80.48333333333333
